point_index,E_tb_1_source,E_tb_2_source,E_tb_3_source,E_tb_1_reconstructed,E_tb_2_reconstructed,E_tb_3_reconstructed
504,2.739274519272613,-25.88124264250381,-51.19739375834539,4.339872147020868,-19.452951122078233,-57.333175918014696
505,2.485032802952579,-25.82406584063141,-51.07629619434427,4.198546036699832,-19.642259523866922,-57.056555381739486
506,2.227558882110404,-25.77159706358604,-50.94811037109987,4.046096356003963,-19.83296698961469,-56.7694673674711
507,1.966926187717607,-25.72387248100345,-50.81284841339418,3.88272865490826,-20.025115271768584,-56.472085528060845
508,1.703212610157077,-25.6809206700725,-50.67053364041007,3.7086681212808683,-20.218744167857505,-56.16460247578898
509,1.436500407594813,-25.64276255066269,-50.52120055214156,3.524159105248815,-20.41389115372462,-55.847229623774055
510,1.166876106862739,-25.60941132076997,-50.3648948087875,3.329464600227494,-20.61059101535088,-55.52019698923134
511,0.8944303969082328,-25.58087239137102,-50.20167320408272,3.1248656794895635,-20.80887547801485,-55.183752958813564
512,0.6192580148664891,-25.55714331975207,-50.03160363354877,2.910660887221263,-21.00877283152605,-54.8381640163383
513,0.3414576248175745,-25.53821374034383,-49.85476505868149,2.6871655830927113,-21.210307550266002,-54.483714433282856
514,0.0611316892934227,-25.52406529205514,-49.67124746813847,2.454711239457395,-21.413499906772962,-54.120705922508925
515,-0.2216136663904225,-25.5146715410513,-49.48115183704156,2.213644690396398,-21.61836557761379,-53.74945725576429
516,-0.5066687968956057,-25.50999789786786,-49.28459008557434,1.9643273319391286,-21.82491524029962,-53.37030384560558
517,-0.7939206866189179,-25.51000152768911,-49.08168503812587,1.7071342729244672,-22.033154160020292,-52.98359729249254
518,-1.083253106339194,-25.51463125255074,-48.87257038431646,1.4424534361190966,-22.243081764994947,-52.58970489792963
519,-1.374546776628545,-25.52382744414681,-48.65739064333369,1.1706846093837642,-22.454691209259863,-52.18900914467101
520,-1.667679537886044,-25.53752190583455,-48.43630113311205,0.8922384468774288,-22.66796892173611,-51.78190714517821
521,-1.962526526831588,-25.55563774233443,-48.20946794600394,0.6075354205127328,-22.882894140433553,-51.368810059720346
522,-2.258960359276212,-25.57808921551916,-47.97706793271622,0.31700472212745595,-23.099438430646515,-50.95014248575231
523,-2.556851318960719,-25.6047815845717,-47.73928869642123,0.021083117115610908,-23.317565185969972,-50.52634182050469
524,-2.856067552229549,-25.63561092867322,-47.49632859909738,-0.2797862494319246,-23.537229110900135,-50.09785759908261
525,-3.156475268278888,-25.67046395025651,-47.2483967823058,-0.5851550926943304,-23.758375683662425,-49.66515081081666
526,-3.457938944689595,-25.70921775672988,-46.99571320476731,-0.8945712724535398,-23.980940597712063,-49.228693197159224
527,-3.760321537925714,-25.75173961844862,-46.73850869926257,-1.2075801196694336,-24.20484918004868,-48.788966535096286
528,-4.06348469844778,-25.79788670058681,-46.47702505153291,-1.523725802773912,-24.430015784044528,-48.34646191087948
529,-4.367288990059428,-25.84750576644981,-46.21151510400173,-1.8425527307438785,-24.656343153861197,-47.90167898991777
530,-4.671594113073082,-25.90043284967938,-45.94224288725702,-2.1636069895871204,-24.883721756671665,-47.45512528994265
531,-4.976259130849034,-25.95649289275013,-45.66948378232093,-2.486437808444994,-25.112029077748883,-47.00731546614084
532,-5.281142699230553,-26.01549934915629,-45.39352471676126,-2.810599051087451,-25.341128871949593,-46.55877061890161
533,-5.586103298366357,-26.07725374676922,-45.11466439765027,-3.13565072815446,-25.57087036311813,-46.110017637242336
534,-5.890999466383383,-26.14154521003709,-44.83321358421463,-3.46116052509257,-25.80108738034309,-45.66158859396809
535,-6.19569003434269,-26.20814993904179,-44.54949540270258,-3.7867053403466846,-26.031597416678554,-45.21402021232153
536,-6.500034361886428,-26.2768306439812,-44.26384570546994,-4.111872828004014,-26.262200591718305,-44.76785342846077
537,-6.803892572958913,-26.34733593447213,-43.97661347548166,-4.43626293874808,-26.492678494078064,-44.323633079765564
538,-7.107125790962125,-26.41939966426111,-43.68816127625627,-4.7594894526691265,-26.722792873147803,-43.88190775597346
539,-7.409596372687371,-26.49274023359382,-43.39886574563615,-5.08118149719014,-26.952284141119694,-43.44322985878064
540,-7.711168140346259,-26.56705985376427,-43.10911812951339,-5.400985043099534,-27.18086963592937,-43.00815592617455
541,-8.011706611010336,-26.64204378140158,-42.8193248486194,-5.718564371428695,-27.40824158296161,-42.57724729079613
542,-8.311079222753994,-26.71735953404763,-42.5299080875033,-6.0336035036627,-27.634064677728432,-42.15107115751923
543,-8.609155556785034,-26.7926561037518,-42.24130638966322,-6.345807587515999,-27.85797319278366,-41.730202204624824
544,-8.905807554835398,-26.8675631920022,-41.95397523621232,-6.6549042302309855,-28.079567489540132,-41.31522483581726
545,-9.200909731073168,-26.94169049757965,-41.668387577205,-6.960644771052764,-28.298409789286005,-40.90673623699774
546,-9.494339377784977,-27.01462709910441,-41.38503427457847,-7.262805484189365,-28.51401902799328,-40.50535042174932
547,-9.7859767640613,-27.08594098633863,-41.10442440338716,-7.56118870317665,-28.725864588014232,-40.11170348137461
548,-10.07570532669654,-27.15517880879373,-40.82708534354175,-7.855623857127283,-28.933358670064695,-39.72646028545389
549,-10.36341185248792,-27.22186592676589,-40.55356257771921,-8.145968408862737,-29.135847048302043,-39.35032289996244
550,-10.64898665107846,-27.28550686816483,-40.28441909290641,-8.432108684413402,-29.33259795350824,-38.98404098829035
551,-10.93232371743852,-27.34558631353486,-40.02023426405641,-8.713960582852648,-29.522788878725407,-38.62842441168553
552,-11.21332088301144,-27.40157074998833,-39.76160208008599,-8.991470154933532,-29.705491239472085,-38.28435810835494
553,-11.4918799544593,-27.45291095004486,-39.5091285572565,-9.264614038567347,-29.879653113621888,-37.95281903793011
554,-11.7679068388286,-27.49904544031784,-39.26342817615165,-9.533399738867903,-30.04408083541514,-37.63489442892584
555,-12.04131165380709,-27.53940512329393,-39.02511918030696,-9.797865740344323,-30.19742116370847,-37.331799621324926
556,-12.31200882155567,-27.57341919795416,-38.79481759223309,-10.058081438914693,-30.338147249026324,-37.04489229187027
557,-12.57991714436443,-27.60052248610382,-38.57312984168904,-10.314146881794633,-30.46455380627983,-36.77567766695999
558,-12.84495986009138,-27.6201642059384,-38.36064396669406,-10.566192304037349,-30.57476966915967,-36.5257965581746
559,-13.10706467498332,-27.63181813936105,-38.15791944313642,-10.814377451609692,-30.66679864298943,-36.296985313576094
560,-13.36616377104104,-27.63499401533678,-37.96547582350652,-11.0588906824016,-30.738600725784657,-36.090995623446155
561,-13.62219378455415,-27.62924978414505,-37.78378051324059,-11.299947838484563,-30.788222622011574,-35.90946526245985
562,-13.87509575178277,-27.61420429982417,-37.61323617137947,-11.537790885233505,-30.813975943109803,-35.75374137842436
563,-14.12481501697446,-27.5895497807123,-37.4541683704245,-11.772686315540799,-30.814642725600386,-35.62467669833705
564,-14.37130109695051,-27.55506330659938,-37.30681426261613,-12.004923320195228,-30.789666151360944,-35.52244076591537
565,-14.61450749534194,-27.51061656275879,-37.17131304926247,-12.234811728439672,-30.739272160016036,-35.44640051643982
566,-14.85439145815567,-27.45618307828016,-37.04769901399093,-12.462679725607705,-30.664478145890097,-35.395113989369925
567,-15.09091366065771,-27.39184233918394,-36.93589774943235,-12.68887135737765,-30.566979176884395,-35.36644673163805
568,-15.32403781350005,-27.31778037927369,-36.83572598643095,-12.913743832363357,-30.44894337163579,-35.35777924335123
569,-15.55373017351425,-27.23428673868552,-36.74689515037485,-13.137664636245148,-30.312773101114082,-35.366248786348606
570,-15.77995894153854,-27.14174799209387,-36.6690184602987,-13.361008471174879,-30.160886816794708,-35.388970739553784
571,-16.00269352591002,-27.04063833971281,-36.60162109896477,-13.584154033479273,-29.995555214644213,-35.423205778671075
572,-16.22190364567595,-26.93150798301948,-36.54415275792174,-13.807480640423535,-29.818800797000215,-35.46646380719559
573,-16.43755824195578,-26.81497014549872,-36.49600172878723,-14.03136471261152,-29.63235274252515,-35.51655272179788
574,-16.64962415897429,-26.69168763739432,-36.45650968022976,-14.256176112043924,-29.437641827065768,-35.571587269047434
575,-16.85806454778276,-26.56235981173653,-36.42498632034148,-14.482274326356123,-29.235820134720026,-35.62997326347359
576,-17.0628369352355,-26.42771063990823,-36.40072327355416,-14.710004476534436,-29.027793613789527,-35.690379134812105
577,-17.26389088798409,-26.28847847846729,-36.38300667059816,-14.9396931073727,-28.81425947383316,-35.75170284878764
578,-17.46116518565251,-26.14540793421278,-36.37112813033619,-15.171643695512492,-28.595743721735342,-35.81303896850827
579,-17.65458439853862,-25.99924408530898,-36.36439398029393,-15.406131776812446,-28.37263647450847,-35.87364831684314
580,-17.84405474285758,-25.85072919823434,-36.36213270308809,-15.643399549612305,-28.145224179182904,-35.93293125270534
581,-18.02945906073331,-25.70060200049411,-36.3637007015901,-15.883649748106127,-27.913718755933566,-35.99040475072193
582,-18.21065074361511,-25.54959952716973,-36.36848654606034,-16.12703849284635,-27.67828418716431,-36.04568305439924
583,-18.38744638870455,-25.39846154936998,-36.37591390558632,-16.373666701703076,-27.439061377730887,-36.09846149413288
584,-18.55961695308147,-25.24793760349842,-36.38544338020837,-16.62356946654456,-27.196192335609275,-36.148503015352844
585,-18.72687715883041,-25.09879665578881,-36.39657344596409,-16.87670254091763,-26.949844961582684,-36.195626982816265
586,-18.88887292164208,-24.95183943340941,-36.40884070906574,-17.132924699314298,-26.700240071565194,-36.239699876717815
587,-19.04516665462995,-24.80791339681874,-36.42181964277323,-17.391974152603883,-26.447682793028545,-36.28062755445053
588,-19.1952204870402,-24.66793016545191,-36.43512195519437,-17.653436333533246,-26.19260129121383,-36.31834880831734
589,-19.33837780918532,-24.53288486244486,-36.4483957109647,-17.916699042717376,-25.935597053985184,-36.35282999980592
590,-19.47384421640943,-24.40387620614247,-36.4613243062422,-18.18088893610657,-25.677512930873277,-36.384060593791126
591,-19.60067000508876,-24.28212511676698,-36.47362537562709,-18.444780325068262,-25.419528096392803,-36.41204945134786
592,-19.71773798180931,-24.1689880162503,-36.48504969185429,-18.70666292149962,-25.163293417753835,-36.43682176855046
593,-19.82376246057798,-24.06595890021457,-36.49538010440798,-18.96414947876764,-24.911126365598918,-36.4584165717492
594,-19.91730757035,-23.9746520255109,-36.5044305513604,-19.213898678490857,-24.666290188590875,-36.47688469841154
595,-19.99683434996826,-23.89675571124143,-36.51204516940716,-19.45122921006842,-24.433381460736005,-36.49228720767136
596,-20.0607846974463,-23.83394916854015,-36.51809751988626,-19.66962654133309,-24.21882454648965,-36.50469417710502
597,-20.10770377633411,-23.7877807440017,-36.52248994314878,-19.86023953942347,-24.031375857547992,-36.51418385268213
598,-20.13638992630835,-23.75951852124884,-36.52515304964448,-20.011701744889987,-23.882303122200845,-36.52084212796117
599,-20.14604535317273,-23.75000000000001,-36.52604535317273,-20.110983285557,-23.784533696260322,-36.52476233695483
